,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
11266,9.4976,-18.7257,-19.5662,-19.8986,-20.0175,-20.0736,0.3109,8.128,-0.0538,11.7545,-0.8408,1.945,0.021,1.163,-9.5513
11267,10.0861,-18.3983,-19.7125,-20.2455,-20.4749,-20.6571,0.4794,7.5563,-0.2367,11.9837,0.7816,7.592,0.167,5.097,-10.3228
11268,10.1293,-17.3115,-18.8647,-19.629,-19.9677,-20.2598,0.7172,9.2898,-1.6229,14.7081,0.977,1.058,0.906,0.742,-11.7522
11269,11.4588,-20.2363,-22.0349,-22.8436,-23.203,-23.4101,0.7166,8.6908,-0.1052,14.2401,1.4802,10.57,0.551,9.517,-11.564
11270,9.5672,-17.3743,-18.5513,-19.1053,-19.3636,-19.4965,0.5348,8.2003,-0.2479,11.7136,-0.4786,1.949,0.017,1.162,-9.8151
11271,10.4355,-18.0168,-19.717,-20.489,-20.8632,-21.1418,0.7324,9.1041,-1.508,12.2988,-0.7153,1.844,0.604,2.136,-11.9435
11272,8.3953,-16.1559,-16.9535,-17.3245,-17.4794,-17.5763,0.4017,7.3918,-1.0163,11.795,0.7016,1.263,0.009,0.755,-9.4116
11273,9.4715,-17.5457,-18.796,-19.2954,-19.4488,-19.6036,0.4857,7.7512,-0.9959,11.7167,-0.0455,2.894,0.0,1.725,-10.4674
11275,10.6491,-17.8557,-19.4914,-20.3247,-20.7851,-21.1116,0.7371,8.8049,-0.673,12.3242,1.0349,3.511,0.521,3.317,-11.3221
11276,10.4955,-18.3913,-19.936,-20.6945,-21.0413,-21.2815,0.7222,9.0351,-1.2948,14.0266,0.9122,2.138,0.532,2.662,-11.7903
11277,9.9448,-17.8237,-19.1912,-19.7766,-19.9968,-20.194,0.5606,7.8576,-0.3147,13.1873,0.8623,4.462,0.153,2.739,-10.2595
11278,9.5265,-16.8499,-18.191,-18.7262,-18.9882,-19.0621,0.5011,7.7449,-1.1011,11.6274,1.0996,3.116,0.009,1.87,-10.6275
11279,10.4255,-18.1892,-19.8345,-20.541,-20.8656,-21.0926,0.6232,9.0168,-1.35,12.2675,0.2344,2.094,0.375,2.022,-11.7755
11280,10.4599,-18.2382,-19.8259,-20.55,-20.8627,-21.1122,0.7043,9.1017,-1.3979,12.268,-0.1267,1.974,0.792,1.873,-11.8578
11281,10.7457,-19.1961,-20.9057,-21.5808,-21.9193,-22.056,0.6645,8.5309,-1.1593,14.1323,0.221,5.316,0.299,4.694,-11.905
11282,9.3881,-18.0534,-19.07,-19.4492,-19.5454,-19.7445,0.3695,7.393,-0.2517,11.6864,-0.0653,3.985,0.019,2.392,-9.6398
11283,10.5805,-17.8176,-19.7905,-20.6017,-21.0074,-21.2877,0.6853,8.425,-0.8227,14.1855,0.7016,4.849,0.194,3.182,-11.4032
11284,9.8531,-18.6658,-19.6779,-20.1459,-20.3162,-20.4647,0.4632,7.8813,0.041,11.8963,-0.9495,3.957,0.137,2.507,-9.8121
11285,10.506,-18.1665,-19.8299,-20.6097,-20.9615,-21.2692,0.7224,9.2837,-1.3464,14.8208,1.3347,1.698,0.625,2.015,-11.8524
11286,9.7109,-15.3079,-17.7265,-18.4805,-18.8281,-19.1427,0.6802,8.3734,-1.6319,14.0733,0.7352,1.862,0.276,1.073,-11.3428
11287,9.1422,-17.8424,-18.6666,-19.0241,-19.1444,-19.2282,0.3466,7.9546,-0.421,11.5997,-0.149,1.566,0.003,0.933,-9.5632
11288,10.6499,-18.5695,-20.3787,-21.1295,-21.489,-21.7103,0.7,8.7106,-1.3301,12.57,-1.058,3.953,0.418,3.598,-11.98
11289,9.6821,-17.7251,-18.7971,-19.2938,-19.5019,-19.6467,0.4723,8.5148,-0.4835,13.6107,0.9496,1.537,0.008,0.917,-10.1656
11290,8.7122,-17.1577,-17.9232,-18.2045,-18.3049,-18.3576,0.3054,7.4528,-0.7008,11.4283,0.3293,1.704,0.0,1.015,-9.413
11291,10.3908,-18.9725,-20.0874,-20.6342,-20.9013,-21.0115,0.5141,7.9884,-0.0059,12.1304,-0.7241,6.417,0.116,4.078,-10.3967
11292,10.4911,-18.2633,-19.8727,-20.5974,-20.9238,-21.151,0.6914,8.6864,-1.349,13.0864,-0.5014,3.286,0.591,3.765,-11.8401
11293,9.1321,-17.0016,-18.0151,-18.3809,-17.4504,-18.1492,0.3134,6.5301,-0.6185,11.4992,-1.1655,7.904,0.181,5.147,-9.7506
11294,10.1049,-17.9799,-19.3951,-20.0274,-20.3254,-20.5982,0.5778,8.3833,-0.2385,11.9624,-0.2754,2.907,0.171,1.846,-10.3434
11295,9.426,-18.2612,-19.2193,-19.6683,-19.8111,-20.0442,0.4122,7.7522,-0.0987,11.8021,0.2385,2.743,0.0,1.634,-9.5247
11296,9.589,-18.5371,-19.319,-19.7709,-19.9399,-20.0851,0.4616,7.3281,-0.1385,11.76,-0.9532,5.436,0.0,3.24,-9.7275
11297,9.9883,-18.3245,-19.4295,-19.9192,-20.1144,-20.3398,0.4661,7.8318,-0.3056,13.5793,0.6773,4.804,0.258,3.058,-10.2939
11298,9.1367,-17.4148,-18.303,-18.6475,-18.7176,-18.8031,0.3294,7.2459,-0.6295,11.5288,0.1959,3.522,0.018,2.127,-9.7662
11299,9.6262,-17.5708,-18.9914,-19.4054,-19.581,-19.602,0.3971,7.6532,-0.5014,11.6904,0.6849,3.898,0.075,2.369,-10.1275
11300,10.14,-17.522,-19.1297,-19.8816,-20.2112,-20.4629,0.7063,9.324,-1.401,13.8984,0.2288,1.027,0.517,1.26,-11.541
11301,9.2325,-17.632,-18.5179,-19.019,-19.1392,-19.5243,0.4834,7.3931,-0.2814,12.6713,0.7518,3.267,0.17,2.206,-9.5139
11302,8.8076,-17.3872,-18.1902,-18.472,-18.4885,-18.6433,0.2518,7.5355,-0.5915,11.4734,-0.5742,1.767,0.091,1.112,-9.3991
11303,10.1747,-17.7991,-19.211,-19.9387,-20.3037,-20.633,0.641,8.4658,-0.2544,12.0262,-0.1563,2.918,0.367,2.138,-10.4291
11304,9.0505,-16.2322,-17.2185,-17.7428,-17.9831,-18.2304,0.5295,7.9389,-1.0561,12.1479,0.4559,1.435,0.0,0.855,-10.1066
11305,9.9701,-19.255,-20.161,-20.5887,-20.7617,-20.9185,0.3875,8.1567,0.2977,11.9877,0.2614,3.242,0.207,2.274,-9.6724
11306,10.9853,-18.6877,-20.6834,-21.4991,-21.8857,-22.1561,0.7366,9.1569,-0.7526,14.7103,1.3457,3.373,0.542,3.398,-11.7379
11307,10.9499,-19.0018,-20.7382,-21.5226,-21.908,-22.0812,0.7173,8.9411,-1.136,14.1172,1.1492,4.054,0.561,4.305,-12.0859
11308,10.3297,-17.2741,-19.2519,-19.9792,-20.3302,-20.5125,0.7269,8.4419,-1.2309,14.4905,0.5483,3.507,0.347,2.61,-11.5606
11309,8.895,-17.8967,-18.6376,-18.894,-18.9039,-19.0123,0.2471,7.5943,-0.3275,11.5322,-0.3889,1.774,0.03,1.071,-9.2225
11310,9.8903,-18.2911,-19.3587,-19.876,-20.093,-20.2364,0.4708,8.3469,-0.2039,11.8473,0.0202,2.36,0.0,1.406,-10.0943
11311,8.7875,-17.4795,-18.2919,-18.5315,-18.6278,-18.6594,0.2161,7.563,-0.4681,11.4569,-1.0184,1.634,0.0,0.974,-9.2556
11312,10.3852,-19.0842,-20.0845,-20.6248,-20.8742,-20.9806,0.5185,8.3836,0.17,12.0772,-0.4335,4.11,0.065,2.529,-10.2152
11313,10.6632,-19.6478,-20.7754,-21.3804,-21.6217,-21.8599,0.5008,8.9285,0.7844,13.9955,0.7057,2.995,0.25,2.108,-9.8788
11314,9.5994,-16.2045,-17.9015,-18.6153,-18.8648,-18.8671,0.6458,8.1301,-2.1084,14.2239,1.3702,2.178,0.242,1.373,-11.7078
11315,9.3336,-18.2548,-19.1792,-19.5385,-19.6101,-19.8832,0.3391,7.6614,-0.1071,11.6905,0.1752,2.761,0.024,1.657,-9.4407
11316,9.7772,-17.3705,-18.437,-19.0738,-19.4472,-19.5601,0.5711,7.4894,-0.6084,11.7407,0.8566,5.581,0.028,3.371,-10.3856
11317,9.6805,-19.0022,-19.8644,-20.1688,-20.1945,-20.1276,0.2785,7.6754,0.0331,13.5793,0.4773,4.041,0.245,2.547,-9.6474
11318,10.455,-18.4254,-19.9512,-20.659,-20.971,-21.1916,0.6756,8.7781,-0.6043,12.3301,-0.9652,2.788,0.466,2.134,-11.0593
11319,9.8194,-19.2538,-20.1917,-20.5481,-20.6476,-20.6539,0.3435,7.5114,0.1958,11.9198,-0.6058,5.732,0.012,3.433,-9.6236
11320,9.9452,-18.2018,-19.5494,-20.0603,-20.2617,-20.3919,0.5029,7.9179,-0.1723,14.8112,1.9857,4.147,0.025,2.52,-10.1175
11321,9.2238,-18.3175,-19.095,-19.4196,-19.526,-19.6133,0.3118,7.5567,-0.1954,11.6503,-0.4404,2.72,0.204,1.618,-9.4192
11322,9.3892,-17.8724,-18.9595,-19.3739,-19.5206,-19.6676,0.3772,7.7305,0.335,11.7191,-1.5474,3.186,0.402,3.089,-9.0542
11323,10.7222,-18.5588,-20.2415,-21.0028,-21.3453,-21.6203,0.7323,9.2561,-1.3805,12.5177,0.2422,2.151,0.885,3.062,-12.1027
11324,9.7065,-18.5526,-19.4948,-19.937,-20.0934,-20.3545,0.4116,7.4631,-0.0681,11.8232,-0.4125,5.283,0.002,3.15,-9.7746
11325,8.267,-15.7566,-16.8932,-17.1273,-17.2208,-17.0011,0.2612,6.6628,-1.1023,12.7461,1.6562,2.537,0.007,1.515,-9.3693
11326,9.2342,-16.8074,-17.8409,-18.263,-18.4236,-18.4002,0.4307,8.1322,-0.8706,11.479,0.0579,1.465,0.267,1.01,-10.1048
11327,10.0385,-17.1331,-18.6402,-19.3487,-19.7006,-19.9338,0.613,8.5062,-0.6378,11.8773,-0.2097,2.364,0.299,1.773,-10.6763
11328,10.0049,-17.321,-18.8707,-19.5755,-19.8949,-20.1377,0.6809,9.1745,-1.6803,11.936,-0.8601,1.048,0.446,0.765,-11.6852
11329,9.0918,-17.4145,-18.3111,-18.6573,-18.7561,-18.9277,0.3437,7.14,-0.5209,13.6873,0.587,3.777,0.012,2.27,-9.6127
11330,10.6454,-18.7421,-20.2772,-20.9742,-21.2881,-21.5507,0.6575,8.3994,-0.546,13.445,-0.0561,5.282,0.271,4.457,-11.1914
11331,10.1965,-17.4813,-19.1142,-19.8712,-20.1949,-20.4928,0.7205,9.0464,-1.4603,12.0456,0.0674,1.498,0.828,2.188,-11.6568
11332,9.0222,-16.8176,-17.8696,-18.3129,-18.5153,-18.7529,0.4624,8.6479,-0.7512,11.5478,0.438,0.596,0.715,0.49,-9.7734
11333,10.7178,-19.1727,-20.4305,-21.1261,-21.4039,-21.7632,0.6077,8.9123,0.2068,12.4786,0.5527,3.285,0.447,2.694,-10.511
11334,10.8716,-19.7674,-20.7879,-21.4774,-21.8818,-22.071,0.5597,8.628,0.3193,12.6269,-0.1138,5.371,0.153,3.393,-10.5523
11335,10.0168,-17.4635,-18.9553,-19.6228,-19.9693,-20.2098,0.6419,8.9003,-0.9308,11.9041,-0.3623,1.433,0.454,1.067,-10.9476
11336,10.4074,-19.1754,-20.2627,-20.7885,-21.0351,-21.2325,0.4907,8.4154,0.144,14.2725,0.6296,4.048,0.434,3.01,-10.2634
11337,10.5777,-18.3438,-19.8957,-20.6235,-20.9892,-21.2511,0.6403,8.4815,0.3307,12.3133,-0.1718,4.495,0.4,2.758,-10.247
11338,10.0886,-17.674,-19.0412,-19.7465,-20.0315,-20.2281,0.6832,8.9327,-1.0577,14.7081,0.8262,1.517,0.688,1.189,-11.1463
11339,11.2471,-19.9669,-21.5887,-22.3609,-22.7348,-22.951,0.7248,8.7737,-0.1769,13.463,0.3035,7.295,0.636,6.803,-11.424
11340,8.8794,-16.0799,-17.0902,-17.639,-17.8582,-17.601,0.5774,6.9995,-1.1551,13.906,0.5853,3.484,0.064,2.108,-10.0344
11341,10.2435,-18.0082,-19.5211,-20.2202,-20.529,-20.8087,0.6731,8.6236,-1.3698,12.1201,0.5779,2.509,0.251,2.057,-11.6133
11342,10.9231,-18.6527,-20.4908,-21.2994,-21.6864,-21.9454,0.7304,8.8199,-1.1274,12.7547,-0.5685,4.702,0.606,5.685,-12.0505
11343,10.0786,-17.4451,-18.7885,-19.5297,-19.8966,-20.221,0.6723,7.9352,-0.5987,11.926,-0.0923,4.776,0.041,2.89,-10.6773
11345,8.844,-16.6494,-17.6482,-18.0701,-18.2491,-18.3781,0.4457,7.9469,-0.7237,11.4852,-0.4072,0.99,0.403,0.977,-9.5678
11346,10.5237,-18.3897,-20.0445,-20.7778,-21.0807,-21.3281,0.6981,8.9028,-1.3073,12.3642,0.6422,2.663,0.53,2.561,-11.831
11348,9.7379,-17.8896,-18.9263,-19.4357,-19.6661,-19.7395,0.4927,7.4086,-0.514,12.5916,0.5258,5.914,0.005,3.533,-10.2519
11349,10.1038,-17.9626,-19.0232,-19.7278,-20.0208,-20.3315,0.5919,8.2059,-0.6634,13.4202,-0.4174,3.569,0.054,2.231,-10.7672
11350,9.5106,-18.3225,-19.3616,-19.7611,-19.8963,-19.9841,0.3972,7.5197,-0.1579,14.0373,1.4033,3.949,0.0,2.354,-9.6685
11351,10.4285,-17.9589,-19.3486,-20.1805,-20.609,-20.8102,0.7653,7.9812,-0.7451,12.2637,-0.7913,6.779,0.171,4.236,-11.1736
11352,9.9528,-17.0466,-18.7354,-19.4171,-19.7176,-19.9856,0.6763,8.2321,-1.2322,14.2373,0.9947,2.894,0.258,1.941,-11.185
11353,9.5204,-15.4224,-17.5075,-18.1914,-18.3748,-18.5539,0.6515,7.7875,-1.6601,12.3763,0.5771,2.855,0.537,2.802,-11.1805
11354,10.97,-19.0815,-20.7742,-21.5478,-21.9325,-22.1618,0.6986,8.3504,-0.8167,15.0213,1.401,8.269,0.42,6.705,-11.7867
11355,9.5005,-18.4793,-19.3676,-19.7759,-19.9296,-20.098,0.3782,7.5798,0.0013,11.7611,-0.5373,3.642,0.0,2.17,-9.4992
11357,9.3814,-18.5061,-19.4613,-19.8182,-19.8886,-19.9776,0.3605,7.5762,0.2768,11.7504,-0.157,3.402,0.76,0.774,-9.1046
11358,9.9163,-17.8016,-18.828,-19.5009,-19.7801,-20.1321,0.6353,7.7959,-0.3851,14.5556,1.3968,4.61,0.053,2.779,-10.3015
11359,10.1949,-17.6296,-19.0655,-19.7693,-20.1244,-20.3945,0.6052,8.314,-0.0439,12.0049,0.4264,3.407,0.567,1.608,-10.2388
11361,10.2524,-17.9833,-19.4968,-20.2069,-20.5145,-20.7579,0.6936,8.3582,-0.743,13.0022,-0.3296,3.55,0.168,2.174,-10.9954
11362,11.0812,-19.9687,-21.5659,-22.285,-22.6069,-22.883,0.7043,9.1207,-0.6588,14.2253,1.6256,3.829,0.698,4.075,-11.74
11363,9.5574,-18.4834,-19.3655,-19.735,-19.8456,-19.791,0.3638,7.3295,-0.0757,11.7236,-0.4205,5.281,0.16,3.324,-9.6331
11364,10.3465,-18.5902,-19.7184,-20.3868,-20.7344,-21.0538,0.5702,7.9139,-0.0411,12.0765,0.2158,6.664,0.087,4.126,-10.3876
11365,10.2617,-18.5265,-19.6698,-20.2657,-20.5574,-20.7029,0.5647,8.708,0.5063,12.0359,-1.0902,2.41,0.484,1.762,-9.7554
11366,10.175,-17.5167,-18.941,-19.6639,-20.0814,-20.2674,0.617,7.5126,-0.6339,13.774,0.8341,8.657,0.21,5.615,-10.8089
11367,10.3246,-18.7051,-19.9473,-20.5264,-20.7802,-20.9994,0.5348,8.0245,-0.1317,12.1374,0.3912,5.704,0.134,3.559,-10.4563
11368,10.1749,-18.1273,-19.3764,-20.0088,-20.3025,-20.4913,0.5886,8.6133,0.0017,11.9828,0.1821,2.459,0.236,1.793,-10.1732
11369,10.7187,-18.859,-20.3472,-21.071,-21.4172,-21.6868,0.6696,8.8304,-0.5343,12.467,-0.0714,3.719,0.4,3.52,-11.253
11370,10.4107,-17.4832,-19.0511,-19.8587,-20.2712,-20.5235,0.6853,8.8044,-0.3851,12.0937,-0.294,2.792,0.4,2.755,-10.7958
11371,10.7766,-19.0475,-20.573,-21.3203,-21.6026,-21.8326,0.7138,8.7041,-1.0391,12.6631,0.5519,4.432,0.547,4.847,-11.8157
11372,9.6989,-18.7785,-19.7059,-20.0626,-20.1633,-20.275,0.3236,7.9439,0.0598,13.8237,0.5695,3.041,0.4,1.916,-9.6392
11373,9.9133,-18.3209,-19.4543,-19.9515,-20.1586,-20.361,0.4837,8.1343,-0.1179,11.8558,0.7722,3.108,0.073,1.914,-10.0312
11374,10.0547,-17.9229,-19.0306,-19.5896,-19.852,-20.0405,0.5421,8.7215,-0.2245,11.8458,-0.3456,1.888,0.695,0.574,-10.2792
11375,10.8452,-19.8935,-21.2775,-21.908,-22.1982,-22.4618,0.5811,8.5738,0.8451,12.8097,-0.0188,5.691,0.325,4.6,-10.0001
11376,9.5594,-17.6022,-18.4579,-18.9179,-18.9316,-18.6638,0.4458,7.0262,-0.829,11.6353,-0.5813,7.431,0.139,4.744,-10.3884
11377,9.8261,-17.1057,-18.1838,-18.7936,-19.0878,-19.3042,0.5648,8.4038,-1.5686,11.6744,0.2913,2.013,0.257,1.601,-11.3947
11378,10.5685,-18.2915,-19.7523,-20.5104,-20.8795,-21.1563,0.711,8.9958,-1.0531,12.3027,0.5291,2.476,0.377,2.412,-11.6216
11379,10.0072,-18.7327,-19.9111,-20.3728,-20.5111,-20.6827,0.4288,7.8803,0.1442,13.1761,-0.3724,4.794,0.351,3.216,-9.863
11380,9.5792,-18.9688,-19.9156,-20.2118,-20.2467,-20.4141,0.2765,7.2016,0.1846,11.7959,0.1891,6.081,0.038,3.589,-9.3946
11381,9.3541,-16.3714,-17.5528,-18.1661,-18.425,-18.6817,0.5853,8.3176,-1.2041,12.2125,-0.0749,1.316,0.389,1.122,-10.5582
11382,10.7364,-18.3236,-20.0697,-20.8931,-21.2685,-21.4894,0.7515,8.2959,-0.9256,12.5564,-0.9885,6.706,0.088,4.131,-11.662
11383,10.6591,-18.0873,-19.8933,-20.6889,-21.1116,-21.3621,0.6961,8.5802,-1.2933,12.436,-0.7958,4.591,0.528,3.901,-11.9524
11384,10.127,-17.4305,-19.0399,-19.7554,-20.0709,-20.2594,0.6895,8.4551,-1.5843,14.1666,1.0257,2.704,0.345,2.211,-11.7113
11385,10.9877,-20.1918,-21.6849,-22.293,-22.5338,-22.7516,0.5276,8.1826,0.9161,12.9537,0.36,10.52,0.443,7.19,-10.0716
11387,10.6132,-18.3306,-19.9384,-20.7462,-21.1271,-21.4143,0.7284,8.5926,-0.8394,12.4178,1.0843,4.104,0.382,3.283,-11.4526
11388,10.3088,-18.124,-19.5941,-20.311,-20.6393,-20.8471,0.6844,8.5899,-0.9957,14.8208,0.9307,2.926,0.344,2.084,-11.3045
11389,9.6676,-18.5756,-19.5094,-19.9394,-20.1154,-20.2263,0.4307,7.6802,-0.0519,11.8187,0.1033,3.97,0.117,2.421,-9.7195
11390,9.3606,-18.1007,-19.0212,-19.3732,-19.4868,-19.7838,0.282,6.972,-0.2743,11.6514,0.2328,6.376,0.147,4.059,-9.6349
11391,10.871,-19.9487,-21.5232,-22.1149,-22.351,-22.4424,0.5562,7.9657,-0.1887,12.7266,0.4696,11.411,0.135,7.833,-11.0597
11392,9.8709,-16.7069,-18.4796,-19.1999,-19.4949,-19.6983,0.6988,8.4431,-1.6875,11.8064,0.13,2.046,0.348,1.471,-11.5584
11393,10.6268,-19.2999,-20.5614,-21.1716,-21.4123,-21.7104,0.5794,8.9791,0.2801,12.7245,0.1944,2.754,0.202,1.839,-10.3467
11394,10.6725,-18.6753,-20.4001,-21.1592,-21.5032,-21.7652,0.7219,9.0336,-1.2454,14.505,1.8533,2.644,0.582,2.414,-11.9179
11395,9.5501,-11.6296,-17.7098,-18.3699,-18.6393,-18.8628,0.645,8.1637,-1.6909,14.5399,1.6439,1.969,0.323,1.179,-11.241
11396,10.2102,-17.2982,-18.8842,-19.6398,-19.9895,-20.2679,0.6799,9.5412,-1.3821,11.9947,-0.2107,0.924,0.914,1.44,-11.5923
11397,10.298,-17.9951,-19.6785,-20.3479,-20.6322,-20.8177,0.6551,8.3366,-1.203,12.177,-0.1995,3.874,0.299,2.982,-11.501
11398,9.4995,-16.8634,-17.9825,-18.5542,-18.873,-18.8641,0.554,7.7943,-1.1537,13.5337,0.7699,2.82,0.008,1.691,-10.6532
11399,9.6214,-16.3284,-17.6192,-18.2999,-18.6103,-18.7381,0.613,8.1179,-1.5584,14.2979,0.9203,2.195,0.364,2.009,-11.1798
11400,10.0596,-18.2375,-19.4053,-19.939,-20.236,-20.3944,0.471,7.6138,-0.3307,13.0263,0.2739,6.727,0.037,4.054,-10.3903
11401,10.4092,-18.7473,-20.0119,-20.5609,-20.8109,-21.0363,0.4939,8.4845,0.3138,13.8746,1.3057,3.676,0.667,2.836,-10.0954
11402,9.6349,-16.8417,-17.9446,-18.5585,-18.8431,-19.0981,0.5644,8.4099,-0.3781,11.6548,-0.257,1.676,0.542,0.82,-10.013
11403,9.4137,-18.2771,-19.2462,-19.6669,-19.8248,-20.0426,0.3825,8.0469,-0.1421,11.7178,-0.4162,1.925,0.0,1.146,-9.5558
11404,9.1912,-16.699,-17.5489,-17.9947,-18.181,-18.1908,0.4572,7.4448,-1.1133,13.0071,1.2231,2.91,0.206,1.919,-10.3045
11405,8.9663,-16.7538,-18.0432,-18.3092,-18.45,-18.3943,0.2913,7.0027,-0.8583,11.4728,-0.8616,3.817,0.071,2.284,-9.8246
11406,9.4028,-17.7399,-18.6934,-19.1545,-19.3681,-19.534,0.4454,8.7129,-0.2782,11.671,-0.41,0.904,0.71,0.446,-9.681
11407,10.6838,-19.4446,-20.6974,-21.279,-21.5329,-21.7807,0.5605,8.81,0.5682,12.81,-0.073,3.38,0.624,4.008,-10.1156
11408,10.8544,-18.9542,-20.533,-21.2944,-21.6677,-21.9127,0.7113,9.0844,-1.0321,12.7443,-0.1911,3.063,1.0,2.84,-11.8865
11409,9.9849,-16.9693,-18.8463,-19.5246,-19.8288,-20.0761,0.6547,8.2374,-0.9806,13.9962,0.9526,3.015,0.065,1.854,-10.9655
11410,9.1339,-18.0174,-18.8611,-19.1916,-19.3139,-19.4149,0.3003,7.3335,-0.2508,11.6105,0.494,3.2,0.027,1.919,-9.3847
11411,10.8318,-19.3756,-20.5802,-21.2507,-21.549,-21.8017,0.5855,8.608,0.6156,12.5959,-0.6609,5.195,0.093,3.416,-10.2162
11412,9.8866,-19.0013,-20.0129,-20.437,-20.6048,-20.768,0.3877,7.8484,0.1133,13.3485,0.6279,4.171,0.0,2.485,-9.7733
11413,9.0181,-16.8271,-17.911,-18.3387,-18.4421,-18.6237,0.4263,7.2158,-0.7447,12.4554,0.1483,3.185,0.099,2.001,-9.7628
11414,9.4848,-16.3222,-17.7857,-18.4389,-18.767,-18.9781,0.6437,8.4371,-1.2636,11.6425,0.93,1.301,0.37,0.684,-10.7484
11415,9.4906,-16.4913,-17.9176,-18.5217,-18.8392,-18.875,0.5965,7.8534,-1.1282,13.9082,0.5275,2.648,0.026,1.592,-10.6188
11416,10.7432,-19.3947,-20.7814,-21.3978,-21.6674,-21.8935,0.5782,8.7529,0.7013,14.1088,0.9334,4.174,0.466,3.454,-10.0419
11417,10.1784,-17.8809,-19.1615,-19.8399,-20.1153,-20.1531,0.6355,7.1971,-0.5658,11.9666,0.2603,12.623,0.081,8.014,-10.7442
11418,9.3369,-17.3097,-18.233,-18.7263,-18.8069,-18.4889,0.4978,7.1108,-0.687,13.0698,0.6973,5.216,0.011,3.129,-10.0239
11419,10.5466,-18.5392,-19.8647,-20.5181,-20.8285,-21.1218,0.5636,8.7233,0.0121,12.2015,0.1427,3.39,0.6,2.853,-10.5345
11420,9.8746,-18.4825,-19.3939,-19.9176,-20.1755,-20.4167,0.4727,7.5553,-0.184,14.1039,0.3624,5.795,0.048,3.49,-10.0586
11421,10.6786,-18.7426,-20.4336,-21.1707,-21.5149,-21.72,0.6867,8.7499,-1.2688,14.0618,0.9486,3.729,0.609,4.474,-11.9474
11422,10.7634,-19.8284,-21.1399,-21.7335,-22.0024,-22.2618,0.5218,8.6542,1.2248,12.678,-0.1923,4.711,0.598,4.019,-9.5386
11423,10.4764,-18.3592,-19.8945,-20.6285,-20.9457,-21.2085,0.692,9.0605,-1.0286,12.2632,0.3216,2.041,0.997,2.026,-11.505
11424,9.9607,-17.847,-19.1876,-19.8112,-20.1063,-20.3188,0.5563,8.8836,-0.3116,11.9482,0.4116,1.42,0.504,0.971,-10.2723
11425,9.8296,-16.9885,-18.4245,-19.1302,-19.4752,-19.6395,0.6581,8.4949,-1.9318,14.1178,1.4486,1.85,0.412,1.09,-11.7614
11426,10.1746,-17.6997,-18.9435,-19.634,-19.9818,-20.272,0.6068,8.772,0.008,12.8659,-0.8316,2.095,0.46,1.949,-10.1666
11427,9.2653,-17.9311,-18.8892,-19.3,-19.452,-19.6135,0.4124,8.1732,-0.2623,11.6746,-1.1215,1.403,0.0,0.837,-9.5276
11428,9.6008,-18.317,-19.3666,-19.7451,-19.8119,-19.8271,0.3721,7.2476,-0.1054,11.7515,-0.342,6.103,0.122,3.859,-9.7062
11429,10.155,-17.8364,-19.1728,-19.8541,-20.168,-20.4699,0.6679,8.5805,-0.5812,12.0046,-0.0366,2.35,0.275,2.066,-10.7362
11430,10.3438,-18.9252,-20.2674,-20.7862,-20.9625,-21.0687,0.4942,7.9168,-0.1379,12.1669,0.1524,6.564,0.0,3.91,-10.4817
11431,9.9045,-17.8519,-18.9343,-19.5031,-19.7276,-19.9555,0.5618,8.0108,-0.3064,11.8055,0.0052,3.526,0.25,2.439,-10.2109
11432,8.6777,-16.7548,-17.589,-17.8443,-18.0605,-17.5429,0.2727,6.2518,-0.8375,11.5549,0.5526,6.429,0.03,3.896,-9.5152
11433,10.5224,-18.0437,-19.7072,-20.4825,-20.8712,-21.1582,0.7223,8.9504,-2.4207,12.302,-0.3609,2.466,0.59,2.558,-12.9431
11434,10.5681,-18.5991,-20.4187,-21.1315,-21.4748,-21.7077,0.6812,8.4019,-1.2911,14.7103,0.9331,4.897,0.436,3.906,-11.8592
11435,10.6156,-18.2524,-20.0166,-20.8135,-21.1713,-21.4908,0.7558,9.2624,-1.5164,12.4684,0.5091,1.942,0.709,2.128,-12.132
11436,9.3896,-15.6682,-17.14,-17.8635,-18.2167,-18.3628,0.6686,8.5443,-2.3653,11.5773,1.221,1.056,0.588,0.925,-11.7549
11437,10.2817,-17.7199,-18.9553,-19.7177,-20.1372,-20.4106,0.6375,8.1065,-0.7194,13.1536,0.1256,4.88,0.09,3.029,-11.0011
11438,10.0442,-17.622,-19.0356,-19.7441,-20.0896,-20.3717,0.6787,8.0684,-1.4018,14.1837,1.3461,3.914,0.062,2.476,-11.446
11439,9.1812,-16.7932,-18.1861,-18.5612,-18.6126,-18.7031,0.3569,6.736,-0.7491,11.5265,-0.3402,6.727,0.001,4.01,-9.9303
11440,9.5375,-19.1802,-19.919,-20.223,-20.3006,-20.4406,0.2618,7.8061,0.2227,11.7914,-0.7275,2.969,0.054,1.816,-9.3148
11441,9.8757,-16.8804,-18.5703,-19.2763,-19.5668,-19.7716,0.6704,8.9281,-1.75,11.8307,-0.0651,1.215,0.518,0.816,-11.6257
11442,9.7709,-16.8444,-18.2266,-18.9441,-19.2554,-19.4777,0.6856,8.5105,-1.4641,11.7929,0.5123,1.709,0.444,1.73,-11.235
11443,10.6909,-18.4926,-20.1199,-20.8704,-21.2307,-21.4122,0.6864,8.7886,-1.0199,12.5157,0.0076,3.636,0.447,3.575,-11.7108
