,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
1127,10.2245,-19.0973,-20.0995,-20.5453,-20.7254,-20.8159,0.4162,7.7934,0.2231,11.9796,0.1262,6.587,0.225,4.426,-10.0014
1128,9.4923,-17.6853,-18.9111,-19.3107,-19.2324,-19.0403,0.3649,7.4057,-0.6418,12.2069,-0.9952,4.406,0.154,2.715,-10.1341
1129,9.4681,-18.3204,-19.2213,-19.6072,-19.7272,-19.8382,0.3629,7.7093,-0.1398,11.6728,-0.9478,3.07,0.018,1.842,-9.6079
1130,9.5024,-18.0299,-19.126,-19.5511,-19.7229,-19.8222,0.4148,7.5716,-0.209,11.7181,-0.8064,3.724,0.021,2.235,-9.7114
1131,8.9027,-17.9639,-18.7144,-18.9826,-18.9815,-19.1537,0.2229,7.3756,-0.1396,11.5495,-0.8229,2.33,0.254,1.506,-9.0423
1132,9.0909,-17.024,-17.9562,-18.3319,-18.466,-18.394,0.3969,7.3906,-0.8323,11.481,0.3754,2.817,0.063,1.704,-9.9232
1133,9.4645,-17.8283,-19.0609,-19.3442,-19.3488,-19.3612,0.2549,7.3603,-0.4736,11.616,0.9232,4.498,0.104,2.836,-9.9381
1134,9.6468,-18.6213,-19.6135,-19.9592,-20.1118,-20.0924,0.3303,7.5685,-0.0301,11.7645,0.6628,4.404,0.05,2.691,-9.6769
1135,9.0624,-16.7898,-18.0837,-18.359,-18.4843,-18.3479,0.2756,7.2722,-0.5317,11.4429,0.0657,3.123,0.199,1.918,-9.5941
1137,8.8163,-16.9397,-17.8787,-18.1787,-18.3693,-18.0552,0.3061,6.6855,-0.7666,11.8956,0.3249,4.642,0.012,2.785,-9.5829
1138,9.5197,-17.5138,-18.9179,-19.322,-19.5415,-19.4901,0.3967,6.9162,-0.6098,11.672,0.3944,8.116,0.087,5.143,-10.1295
1139,9.0288,-16.3263,-18.0508,-18.4775,-18.4839,-18.1755,0.4196,6.262,-0.5849,15.2306,0.831,9.634,0.179,5.985,-9.6137
1140,8.4332,-16.2672,-17.6056,-17.8262,-17.8023,-17.1473,0.2481,7.1586,-0.8855,11.3554,0.7976,1.738,0.258,1.001,-9.3187
1141,9.8197,-17.9852,-18.9583,-19.4838,-19.7286,-19.844,0.499,8.3932,-0.2604,11.7721,0.3327,2.066,0.386,1.37,-10.0801
1142,9.6003,-18.6102,-19.4893,-19.9515,-20.1826,-20.3461,0.4091,7.7585,0.1387,11.8383,-1.2883,3.326,0.0,1.982,-9.4616
1143,9.2588,-16.6031,-17.988,-18.3872,-18.5756,-18.511,0.4002,7.3322,-0.9135,11.4998,0.4844,3.672,0.117,2.232,-10.1723
1144,10.4402,-19.1596,-20.3435,-20.8739,-21.0889,-21.3252,0.4987,8.3605,0.132,12.2835,-0.796,4.439,0.303,2.777,-10.3082
1145,8.8129,-17.5806,-18.3666,-18.5861,-18.6543,-18.8336,0.1624,7.2644,-0.3937,11.4584,-0.1238,2.387,0.018,1.427,-9.2066
1146,10.6199,-19.3527,-20.5348,-21.1287,-21.3872,-21.6292,0.5355,8.4419,0.1904,12.3804,-0.3362,4.951,0.1,3.005,-10.4295
1147,9.8315,-18.7749,-19.9451,-20.3624,-20.5264,-20.6641,0.3833,7.8335,0.0288,11.897,0.0503,3.992,0.038,2.383,-9.8027
1148,10.2624,-18.7897,-19.9826,-20.4591,-20.6402,-20.5758,0.4573,7.8634,-0.177,11.963,0.0837,6.324,0.036,3.843,-10.4394
1149,10.0472,-19.2147,-20.2024,-20.6188,-20.7342,-20.8585,0.3965,8.0056,0.0939,11.9519,-0.3076,4.228,0.207,2.712,-9.9533
1150,8.8082,-16.5491,-17.4103,-17.6942,-17.6639,-17.0658,0.3175,6.983,-1.1903,11.322,-0.417,3.278,0.415,2.02,-9.9985
1151,9.8004,-18.1703,-19.4477,-19.9781,-19.9089,-19.3736,0.5095,7.1724,-1.0676,11.8764,0.0763,8.31,0.046,5.151,-10.868
1152,7.8056,-15.0797,-15.8635,-16.1844,-16.2728,-16.1402,0.3225,7.155,-1.5257,11.184,0.4898,0.844,0.0,0.503,-9.3313
1153,10.4165,-19.5044,-20.5789,-21.0498,-21.2305,-21.3375,0.4253,8.2373,0.2146,12.1628,0.3688,4.958,0.07,3.036,-10.2019
1154,8.8366,-17.1368,-18.0831,-18.2438,-17.9327,-18.4631,0.1152,6.7052,-0.4864,11.3908,0.2007,4.653,0.165,2.892,-9.323
1155,8.4046,-16.4672,-17.2663,-17.5469,-17.6677,-17.3673,0.2797,6.5982,-0.8545,13.9082,0.2806,3.193,0.0,1.902,-9.2591
1156,9.7648,-19.1179,-20.0157,-20.3215,-20.3648,-20.4308,0.2823,7.3899,0.1434,11.8208,0.0302,6.221,0.041,3.79,-9.6214
1157,8.7962,-17.8917,-18.631,-18.8658,-18.9679,-19.0072,0.203,7.7677,-0.0315,11.5299,-1.0179,1.177,0.841,1.682,-8.8277
1158,9.4259,-16.9326,-18.3944,-18.8041,-18.9271,-18.6185,0.3898,7.126,-0.6381,11.5724,-0.5104,5.678,0.057,3.478,-10.064
1159,8.5,-15.6118,-16.9743,-17.3373,-17.3859,-16.9597,0.3829,6.389,-1.0261,11.3303,-0.1845,4.604,0.054,2.813,-9.5261
1160,7.9563,-15.6981,-16.3565,-16.6482,-16.6722,-16.8442,0.3162,6.7799,-1.1926,11.2215,0.808,1.554,0.256,0.888,-9.1489
1161,9.2684,-17.7247,-18.7217,-19.1384,-19.3142,-19.3306,0.4608,7.7508,-0.2234,11.6724,-0.0046,2.177,0.719,0.716,-9.4918
1162,9.3902,-18.5456,-19.3881,-19.8218,-20.0004,-20.1808,0.3721,8.4777,0.1755,11.8339,-0.0236,1.008,0.508,0.384,-9.2147
1163,9.4467,-18.253,-19.1681,-19.4667,-19.5832,-19.4506,0.3215,7.456,-0.3247,11.6578,0.2124,3.944,0.055,2.409,-9.7714
1164,7.818,-16.8768,-17.8114,-17.9826,-17.9485,-18.0672,0.1858,7.8137,-0.5471,11.8972,0.5299,0.399,0.004,0.238,-8.3651
1165,9.779,-17.4394,-18.8279,-19.4036,-19.6931,-19.8353,0.534,7.4212,-0.5738,11.774,-0.0187,6.102,0.043,3.723,-10.3528
1166,8.813,-16.8874,-17.7391,-18.0826,-18.2291,-18.3045,0.3581,7.483,-0.7841,11.4413,-0.3506,1.886,0.029,1.139,-9.597
1167,9.0308,-17.2107,-18.3003,-18.7217,-18.815,-18.9973,0.4306,7.655,-0.3545,11.6005,0.0263,1.935,0.49,1.624,-9.3853
1168,9.6605,-18.8921,-19.8861,-20.2053,-20.3079,-20.2607,0.3309,7.2245,0.0724,11.8121,-0.4029,6.638,0.064,4.063,-9.5881
1169,8.9543,-16.9422,-18.0749,-18.5571,-18.5962,-18.2091,0.554,6.9334,-0.7031,11.5704,-0.3079,4.097,0.056,2.478,-9.6575
1170,8.925,-17.4539,-18.1911,-18.4403,-18.4844,-18.7181,0.2952,6.7262,-0.5651,11.4606,-0.4395,5.091,0.134,3.24,-9.4901
1171,9.9878,-19.3036,-20.2919,-20.6762,-20.8201,-20.6822,0.3733,7.494,0.042,11.9618,-0.3411,7.105,0.098,4.375,-9.9458
1172,9.4684,-18.4429,-19.3434,-19.6457,-19.5317,-19.7006,0.3039,6.9764,-0.2029,11.6783,-1.0909,7.164,0.209,4.669,-9.6713
1173,10.1742,-18.8182,-19.9681,-20.5138,-20.8082,-20.9967,0.4716,8.1784,0.448,12.1405,0.1911,4.173,0.32,2.823,-9.7262
1174,9.1585,-17.5312,-18.4387,-18.7931,-18.9346,-18.7152,0.3516,7.2429,-0.6774,11.5538,0.137,3.642,0.015,2.185,-9.8359
1175,9.7969,-18.4773,-19.5624,-19.9895,-20.1411,-20.1009,0.3917,7.4423,-0.242,11.8108,-0.3031,6.062,0.082,3.668,-10.0389
1176,9.1524,-17.4113,-18.31,-18.7391,-18.8689,-19.0249,0.4363,6.8244,-0.4903,11.5554,-0.272,5.874,0.015,3.511,-9.6427
1177,7.7604,-16.8394,-17.9626,-18.3338,-18.489,-18.5458,0.3783,7.3038,-0.5974,13.1209,0.759,0.638,0.079,0.403,-8.3578
1179,8.7918,-17.7369,-18.4518,-18.7157,-18.7816,-18.8183,0.2873,7.3117,-0.3694,11.5076,-0.1842,2.192,0.0,1.306,-9.1612
1180,9.7658,-18.7486,-19.6466,-19.9903,-20.1291,-20.1641,0.3446,7.9018,-0.3473,11.7486,-0.1491,3.479,0.11,2.187,-10.1131
1182,9.0195,-16.8659,-17.8705,-18.2477,-18.4522,-18.5223,0.3737,7.3118,-0.8956,11.4652,0.2667,2.894,0.066,1.769,-9.9151
1183,8.4252,-15.9362,-17.0817,-17.35,-17.1809,-17.3852,0.315,6.1481,-1.0075,11.2713,0.3371,5.512,0.018,3.322,-9.4327
1184,8.3709,-14.7371,-16.1202,-16.5085,-16.6929,-16.361,0.3872,6.7523,-1.5645,11.2365,0.1081,2.582,0.026,1.559,-9.9353
1185,9.1419,-16.8475,-17.8578,-18.2365,-18.3772,-18.5162,0.3574,7.0921,-0.8244,13.6873,0.4451,4.266,0.037,2.595,-9.9663
1186,9.546,-18.7251,-19.4378,-19.8023,-19.9449,-20.0513,0.3072,7.4376,-0.0286,11.7451,-0.7403,4.548,0.1,2.876,-9.5747
1187,9.4687,-17.306,-18.3948,-18.7561,-18.9292,-18.7388,0.3797,7.1965,-0.8303,11.5411,-0.0652,5.532,0.136,3.478,-10.299
1188,8.2596,-16.7004,-17.3795,-17.642,-17.6727,-17.7383,0.2352,8.159,-0.5657,11.3487,-0.0658,0.446,0.67,0.289,-8.8253
1189,8.3916,-17.961,-18.4635,-18.6094,-18.5908,-18.8937,0.0832,7.2933,-0.1286,11.4615,-0.1143,1.401,0.276,0.871,-8.5202
1190,10.9286,-19.9785,-21.3811,-21.9683,-22.2064,-22.4528,0.5449,8.2204,0.038,12.7366,-0.4942,9.25,0.238,6.066,-10.8906
1191,9.1607,-17.7535,-18.576,-18.889,-19.031,-18.7775,0.3057,7.0662,-0.3825,11.557,-0.312,4.456,0.002,2.651,-9.5432
1192,9.956,-18.4689,-19.4484,-19.8213,-19.9859,-20.1321,0.3281,8.0315,-0.3099,13.2178,0.7533,3.689,0.125,2.251,-10.2659
1193,8.2231,-14.5548,-15.7625,-16.1136,-16.2099,-16.0932,0.3818,7.0649,-1.6745,11.1624,0.3512,1.521,0.057,0.922,-9.8976
1194,8.7776,-16.1163,-17.225,-17.6072,-17.68,-17.64,0.3782,7.3515,-1.3748,11.3743,0.9059,2.075,0.026,1.25,-10.1524
1195,8.2545,-15.5446,-16.5608,-16.9147,-16.9529,-17.01,0.352,6.8877,-1.3377,11.2689,0.7101,1.926,0.005,1.148,-9.5922
1196,9.9723,-17.9449,-19.1109,-19.6619,-19.9391,-20.0168,0.5258,8.0484,-0.4117,11.8259,-0.554,3.704,0.051,2.279,-10.384
1197,10.429,-19.0385,-20.1947,-20.7545,-21.0111,-21.1315,0.5032,8.3223,-0.1831,12.1972,0.1112,4.564,0.303,2.915,-10.6121
1199,11.1184,-20.6903,-21.9296,-22.5596,-22.7641,-22.7892,0.5479,8.607,-0.4056,13.4987,0.0139,7.383,0.382,5.199,-11.524
1200,9.6733,-18.1853,-18.9215,-19.4508,-19.2229,-19.2537,0.4901,7.1181,-0.4189,11.7565,-0.302,7.735,0.087,4.86,-10.0922
1201,9.6152,-19.5153,-20.3566,-20.5924,-20.6136,-20.5183,0.2222,7.6254,0.4489,11.8859,0.5357,3.933,0.291,2.404,-9.1663
1202,8.7671,-16.651,-17.5706,-17.9734,-18.1455,-18.0491,0.4256,7.7602,-0.8707,11.4492,-0.7562,1.232,0.428,0.662,-9.6378
1203,8.1419,-15.4408,-16.3552,-16.6901,-16.8173,-16.8322,0.3438,8.069,-1.4512,12.1282,0.2346,0.427,0.165,0.268,-9.5931
1204,9.5883,-18.5467,-19.3566,-19.7424,-19.8826,-20.1122,0.3586,7.4358,-0.1822,11.7362,-0.476,4.784,0.094,2.98,-9.7705
1205,8.7566,-16.3498,-17.1546,-17.5182,-17.6165,-17.4908,0.3865,7.1596,-1.1469,12.1282,0.1545,2.51,0.0,1.495,-9.9034
1206,9.1535,-17.3082,-18.239,-18.6745,-18.8353,-18.9428,0.4257,8.5736,-0.4868,11.5796,0.3547,0.732,0.626,0.344,-9.6403
1207,9.8491,-17.8696,-19.1235,-19.6589,-19.9932,-20.1221,0.4818,8.1978,-0.3688,11.8303,-0.2164,2.728,0.071,1.677,-10.2179
1208,8.8782,-16.6038,-17.2412,-17.646,-17.6989,-17.3041,0.3686,6.7965,-1.1449,11.4025,-0.2276,4.371,0.181,2.563,-10.0231
1209,8.9636,-17.2199,-18.0883,-18.3468,-18.5077,-17.7689,0.2566,7.1257,-1.0244,14.2979,0.6281,3.306,0.106,2.051,-9.988
1210,9.2493,-18.3723,-19.2392,-19.4695,-19.4945,-19.6332,0.2212,7.0843,-0.1044,11.6238,-0.91,4.842,0.236,2.971,-9.3537
1211,9.3388,-17.1691,-18.1128,-18.4714,-18.4771,-18.4327,0.3394,7.4889,-0.8183,13.6873,0.9947,3.395,0.246,2.349,-10.1571
1212,9.5194,-17.632,-18.5805,-19.0561,-19.3266,-19.5205,0.3992,7.2793,-0.3663,12.1521,0.8598,5.456,0.184,3.559,-9.8857
1213,9.7584,-17.3428,-19.1893,-19.4505,-19.7288,-19.6551,0.319,7.4206,-0.8744,11.7136,-0.4183,5.892,0.009,3.53,-10.6328
1214,9.412,-17.7955,-18.8765,-19.252,-19.2792,-19.2225,0.3541,6.9813,-0.4526,11.6315,-0.408,6.582,0.032,3.967,-9.8646
1215,9.8025,-18.8995,-19.8171,-20.2279,-20.3702,-20.4634,0.3929,8.0982,0.0152,11.8496,-0.6062,2.866,0.056,1.741,-9.7873
1216,10.7242,-19.4025,-20.6081,-21.2069,-21.5209,-21.6542,0.4977,8.4328,0.4166,12.3457,0.0728,5.689,0.09,3.657,-10.3076
1217,8.9399,-16.657,-17.6733,-18.1252,-17.9464,-18.1004,0.4131,6.7996,-0.8462,12.3457,-0.0639,4.709,0.131,2.863,-9.7861
1218,9.8586,-17.8248,-19.1495,-19.8023,-20.1212,-20.3554,0.5824,7.7505,-0.2497,11.9072,-0.3664,4.577,0.082,2.92,-10.1083
1220,10.9059,-19.3329,-20.7631,-21.4479,-21.8064,-22.0463,0.6147,9.009,0.6937,12.6941,-0.0399,3.697,0.51,3.512,-10.2122
1221,8.7703,-15.9739,-17.3615,-17.592,-17.3515,-17.2298,0.3017,7.0814,-1.0906,11.6124,0.1062,2.827,0.095,1.735,-9.8609
1222,9.7252,-18.0915,-18.8852,-19.2936,-19.4093,-19.4534,0.394,7.6168,-0.3221,11.6782,-1.4923,4.839,0.677,4.343,-10.0473
1223,9.7012,-17.6237,-19.1259,-19.5476,-19.7468,-19.4356,0.468,7.2434,-1.0373,11.7414,-0.6663,6.799,0.063,4.176,-10.7385
1224,10.1967,-19.3439,-20.6092,-21.0007,-21.1218,-21.0057,0.3546,7.7702,0.022,12.1309,-0.1407,6.601,0.069,4.092,-10.1747
1225,9.2639,-18.0844,-18.8781,-19.1586,-19.2738,-19.319,0.2394,7.5293,-0.3473,14.6683,0.7039,2.944,0.123,1.771,-9.6112
1226,9.7888,-18.5919,-19.3355,-19.8281,-20.0351,-20.0537,0.4176,7.5413,-0.2498,11.7625,-0.5302,5.384,0.086,3.327,-10.0386
1227,10.7666,-18.6954,-20.6182,-21.1364,-21.4819,-21.6241,0.4638,7.5332,0.3647,12.417,0.4237,17.612,0.284,13.524,-10.4019
1228,9.7599,-18.824,-19.7805,-20.1555,-20.2731,-20.3567,0.3643,7.7518,0.033,11.8116,0.2198,4.047,0.07,2.425,-9.7269
1229,9.8695,-19.3795,-20.2732,-20.6334,-20.7454,-20.8123,0.3345,7.5076,0.2636,11.9287,-0.989,6.038,0.054,3.745,-9.6059
1230,9.9034,-18.2774,-19.5097,-19.9309,-20.0494,-20.0948,0.4058,7.4841,-0.2519,11.8045,-0.2178,6.454,0.03,3.952,-10.1553
1231,10.0503,-17.5589,-18.8194,-19.48,-19.7831,-20.0453,0.581,8.6254,-0.1315,11.879,0.6146,2.052,0.24,1.197,-10.1818
1232,8.7676,-16.661,-17.6639,-17.8484,-17.9348,-17.6885,0.1748,6.94,-0.9281,11.3748,-0.6144,3.291,0.13,2.08,-9.6957
1233,8.9867,-16.517,-17.7261,-18.1493,-18.2664,-18.3444,0.4375,7.1253,-1.05,12.7302,-0.0562,3.447,0.066,2.104,-10.0367
1234,10.3107,-19.2181,-20.2288,-20.6708,-20.8613,-20.8663,0.387,7.5253,0.171,12.0092,-0.0916,10.274,0.19,6.951,-10.1397
1235,10.1615,-18.4778,-19.6127,-20.1802,-20.424,-20.6342,0.5116,8.0181,-0.0378,11.9582,0.1403,4.802,0.112,2.957,-10.1993
1236,9.2221,-17.3616,-18.4081,-18.8189,-18.968,-19.3072,0.3597,6.973,-0.5142,11.5779,-0.4816,5.409,0.047,3.27,-9.7363
1237,10.3347,-19.2111,-20.3342,-20.7881,-21.0096,-21.0802,0.427,8.0808,0.1104,12.0526,-0.3388,5.337,0.036,3.246,-10.2243
1238,9.8639,-18.6666,-19.6168,-20.0504,-20.2183,-20.3993,0.3907,7.8442,-0.1067,11.8397,-0.5157,4.167,0.056,2.553,-9.9706
1239,8.3694,-16.3931,-17.0808,-17.3408,-17.4417,-17.6012,0.2898,7.4668,-0.9699,11.3042,-0.6675,1.131,0.0,0.674,-9.3393
1240,9.1931,-17.7947,-18.6399,-18.9277,-19.1042,-19.0155,0.292,7.0305,-0.42,11.5473,0.6197,4.841,0.038,2.924,-9.6131
1242,10.1567,-19.1717,-20.2347,-20.6991,-20.9177,-21.0574,0.4553,8.5808,0.1594,12.1401,-0.3537,2.447,0.183,1.456,-9.9973
1243,9.6491,-16.8656,-19.0987,-19.5455,-18.9421,-19.3729,0.3305,7.1335,0.0165,14.6683,1.4879,7.36,0.208,5.076,-9.6326
1244,9.2208,-16.9615,-18.3601,-18.7929,-18.7905,-18.2987,0.4141,6.9892,-0.6757,11.5953,0.1029,5.224,0.082,3.135,-9.8965
1245,9.1985,-18.1245,-18.9238,-19.1439,-19.2494,-18.6957,0.2276,6.9425,-0.2618,11.5564,-1.6524,5.394,0.031,3.308,-9.4603
1246,9.3129,-18.1834,-18.8221,-19.169,-19.2825,-19.4639,0.3266,7.2488,-0.238,11.617,-0.2844,4.35,0.085,2.661,-9.5509
1247,9.3088,-18.9427,-19.7793,-20.0203,-20.148,-20.1772,0.2702,7.8464,0.2579,11.7407,-0.3613,2.174,0.586,1.834,-9.0509
1248,9.5677,-18.4106,-19.2603,-19.5696,-19.6626,-19.4563,0.315,7.2509,-0.2577,11.6793,0.1132,5.747,0.265,3.423,-9.8254
1249,10.0504,-18.5192,-19.6525,-20.1254,-20.3109,-20.5472,0.4433,8.0811,-0.1958,11.8644,-0.1242,3.907,0.013,2.344,-10.2462
1250,10.5552,-19.5652,-20.7213,-21.2002,-21.4064,-21.401,0.448,8.1047,0.2266,12.2473,-0.3517,6.782,0.056,4.148,-10.3286
1251,9.4732,-17.2033,-18.2382,-18.6974,-18.9317,-19.0321,0.4356,7.4047,-0.6087,11.6,-0.8003,4.432,0.033,2.69,-10.0819
1252,9.5615,-17.7001,-18.8925,-19.2539,-19.4344,-19.3487,0.3465,7.0762,-0.5249,11.6867,-0.4499,7.033,0.126,4.368,-10.0863
1253,10.4029,-18.588,-20.3996,-20.5406,-20.7355,-21.1822,0.1547,8.3131,-0.3321,12.009,-0.2075,4.513,0.264,3.017,-10.735
1254,9.4947,-18.5409,-19.3089,-19.6216,-19.598,-19.4365,0.3247,6.962,-0.1919,11.6818,-0.3918,7.506,0.104,4.773,-9.6866
1255,10.021,-18.0087,-19.212,-19.8182,-20.1258,-20.2878,0.5147,7.6614,-0.4162,11.8655,-0.0479,6.119,0.115,3.743,-10.4372
1256,8.9521,-17.246,-18.1148,-18.4622,-18.4964,-18.6529,0.3247,7.0265,-0.6181,11.5139,-0.3407,3.734,0.133,2.424,-9.5702
1257,9.3344,-17.4937,-18.7418,-19.0979,-18.8974,-18.8539,0.314,6.9163,-0.438,14.0733,0.191,6.57,0.154,4.179,-9.7724
1258,9.4372,-18.0014,-18.8743,-19.2093,-19.3711,-19.3888,0.3293,7.6014,-0.4634,11.6369,-1.0821,3.366,0.161,2.188,-9.9006
1259,10.1926,-18.4821,-19.6856,-20.2368,-20.4786,-20.6393,0.5332,8.021,-0.0266,12.4506,-0.346,4.846,0.042,3.005,-10.2192
1260,9.3157,-17.4883,-18.4541,-18.848,-18.9668,-18.6859,0.3784,7.2418,-0.7447,11.5871,-0.853,4.385,0.124,2.678,-10.0604
1261,7.9695,-14.4431,-16.1302,-16.2697,-16.2296,-15.7841,0.1705,6.3413,-1.5458,11.1127,-0.0998,2.601,0.0,1.549,-9.5153
1262,9.4442,-18.0421,-19.2069,-19.5155,-19.4597,-19.4926,0.2819,7.1772,-0.2194,11.6595,-0.9184,5.477,0.126,3.473,-9.6636
1263,9.3497,-17.8722,-18.8479,-19.2246,-19.3104,-19.595,0.3459,7.4542,0.0237,11.659,-0.0721,3.767,0.41,2.955,-9.326
1264,10.6032,-19.1987,-20.6526,-21.2858,-21.6066,-21.8479,0.5654,8.1315,0.5776,12.4981,0.2372,7.157,0.377,5.341,-10.0256
1265,9.6548,-17.2296,-19.1098,-19.6827,-19.5381,-19.8333,0.5436,6.7928,-0.111,11.852,-0.6329,11.12,0.06,6.944,-9.7658
1266,8.8707,-16.3763,-17.4684,-17.8356,-17.9333,-17.6264,0.4029,6.6311,-1.093,11.4102,-0.3613,5.288,0.072,3.301,-9.9637
1267,9.43,-18.2075,-19.1189,-19.4434,-19.551,-19.7712,0.2893,7.6037,-0.1164,11.6709,0.1217,3.365,0.32,2.258,-9.5464
1268,8.6762,-17.0301,-17.7443,-18.043,-18.1275,-18.2588,0.2906,7.3271,-0.724,11.4126,-1.0944,1.923,0.0,1.146,-9.4002
1269,8.0461,-15.4701,-15.7936,-16.0303,-15.9333,-15.9081,0.3011,6.4162,-1.5234,11.1261,-0.2555,2.607,0.27,1.564,-9.5695
1270,8.0664,-15.4352,-16.1771,-16.4748,-16.6135,-16.8348,0.31,7.1426,-1.3798,11.1988,-0.8447,1.156,0.0,0.688,-9.4462
1271,9.7349,-17.7406,-18.8708,-19.367,-19.5894,-19.7466,0.4923,8.16,-0.5256,11.7328,-0.0877,2.493,0.0,1.486,-10.2605
1272,9.5444,-18.8017,-19.6636,-19.9159,-19.9274,-20.1257,0.2341,7.428,-0.0155,11.7087,-0.3389,4.631,0.138,2.945,-9.56
1273,9.483,-18.4908,-19.096,-19.4183,-19.4412,-19.262,0.3113,7.0938,-0.015,11.6438,0.1041,6.263,0.24,4.176,-9.498
1274,9.8279,-19.8283,-20.7046,-21.0357,-21.1161,-21.2261,0.3253,8.0094,0.5173,12.1371,0.5911,3.238,0.331,1.915,-9.3106
1275,10.2545,-19.2419,-20.4504,-20.8782,-20.9452,-20.96,0.4034,7.875,0.1358,12.1641,-0.6479,6.197,0.063,3.76,-10.1187
1276,10.584,-19.1866,-20.5439,-21.0973,-21.3569,-21.3993,0.511,8.1247,-0.0171,12.2875,-0.9721,6.858,0.238,4.374,-10.6011
1277,9.554,-16.7488,-18.0321,-18.6343,-18.9302,-19.0895,0.55,7.8074,-0.739,11.6487,-0.8298,2.977,0.0,1.774,-10.293
1278,9.1775,-17.8818,-18.6974,-19.0144,-19.0693,-19.0511,0.317,7.4864,-0.3606,11.5848,-0.3608,2.843,0.036,1.731,-9.5381
1279,9.6916,-18.6226,-19.4191,-19.7976,-19.9387,-19.8591,0.366,7.4027,-0.1779,11.7629,-0.6948,5.669,0.124,3.73,-9.8695
1280,10.1431,-19.6036,-20.6025,-21.0391,-21.1737,-21.1723,0.422,7.7795,0.208,12.1684,-0.4242,6.066,0.349,3.493,-9.9351
1281,9.3453,-17.8805,-18.9781,-19.3218,-19.3414,-19.2429,0.3418,7.3002,-0.522,11.6492,-0.845,4.208,0.089,2.524,-9.8673
1282,10.2656,-18.9578,-20.2161,-20.8142,-21.1074,-21.3343,0.5475,7.7273,0.1376,13.6242,0.9023,7.458,0.089,4.493,-10.128
1283,10.5135,-19.887,-21.0992,-21.6287,-21.8815,-22.039,0.4766,7.8298,0.41,13.6242,0.8007,8.944,0.158,5.522,-10.1035
1284,8.9407,-16.9341,-17.5479,-18.0812,-18.1411,-17.8021,0.5769,6.943,-1.0062,11.5193,-0.2374,3.988,0.032,2.411,-9.9469
1285,9.66,-17.3336,-18.677,-19.18,-19.2022,-19.1339,0.4764,7.5001,-0.467,13.6406,0.4493,4.789,0.226,3.207,-10.127
1286,10.328,-18.3053,-19.6853,-20.1883,-20.4815,-20.5645,0.4899,8.2343,0.2111,11.9286,0.5825,4.462,0.308,3.135,-10.1169
1287,8.7838,-16.8769,-17.6392,-17.7733,-17.886,-17.9072,0.1577,6.7876,-0.0923,11.3207,0.5582,3.868,0.132,2.456,-8.8761
1288,9.6319,-18.3208,-19.3206,-19.6906,-19.8116,-19.8812,0.3685,7.5548,-0.2138,11.7328,0.0325,4.368,0.104,2.639,-9.8457
1289,9.1869,-16.3396,-17.2409,-17.7102,-17.7748,-16.9673,0.4434,7.0804,-1.5758,11.4276,-0.8893,4.527,0.251,2.879,-10.7627
1291,9.3914,-17.5245,-18.7135,-19.1789,-19.315,-19.1718,0.481,6.9644,-0.6298,11.6745,-0.543,6.629,0.109,4.135,-10.0212
1292,10.0483,-18.9957,-20.0637,-20.4343,-20.5877,-20.558,0.3595,7.981,0.0433,11.8997,-0.2672,4.34,0.269,2.624,-10.005
1293,9.1473,-17.484,-18.3427,-18.8141,-18.9556,-18.922,0.4723,6.8692,-0.5478,11.5648,0.3609,5.56,0.04,3.35,-9.6951
1294,9.7424,-18.1025,-19.1082,-19.5939,-19.7935,-19.9554,0.4739,8.6528,-0.0787,11.7863,1.1106,1.414,0.189,0.882,-9.8211
1295,8.2174,-15.4338,-16.3885,-16.6972,-16.8352,-16.6996,0.3547,6.9897,-1.3667,11.2942,0.4949,1.618,0.166,0.986,-9.5841
1296,10.427,-20.0863,-21.2086,-21.6155,-21.7208,-21.8148,0.3666,7.846,0.6753,13.1276,-0.0147,7.903,0.118,5.124,-9.7517
1297,9.4391,-17.8966,-19.045,-19.4159,-19.4255,-19.5868,0.3528,7.2896,-0.0747,13.1276,0.0669,4.816,0.285,3.546,-9.5138
1298,8.4905,-16.5657,-17.5135,-17.7444,-17.7568,-17.5272,0.2603,6.8713,-0.8078,11.3326,-0.5955,2.568,0.011,1.536,-9.2983
1299,7.7949,-15.4343,-15.8847,-16.1763,-15.9031,-16.455,0.3558,6.7427,-0.8973,11.1883,-0.6791,1.34,0.0,0.799,-8.6922
1300,8.6952,-16.9371,-17.6883,-17.9243,-17.9806,-18.0876,0.2536,6.8049,-0.7254,11.3711,-0.1334,3.519,0.03,2.117,-9.4206
1301,8.8861,-17.1928,-18.2939,-18.5132,-18.6524,-18.4769,0.2312,7.0689,-1.3672,11.4568,-0.1921,3.229,0.0,1.925,-10.2533
1302,8.6233,-16.6074,-17.4862,-17.6498,-17.5934,-17.5102,0.2484,6.5268,-0.9408,11.485,-0.6078,4.459,0.0,2.656,-9.5641
1303,10.7557,-19.5955,-21.017,-21.6918,-22.0082,-22.2548,0.6195,8.5836,-0.0014,13.9828,0.213,4.931,0.361,3.156,-10.7571
1304,9.41,-18.2965,-19.2343,-19.6231,-19.7385,-19.9021,0.3802,7.4633,-0.2398,11.7067,-1.0362,3.757,0.038,2.243,-9.6498
